urls,categories
https://compujordan.com/asus-dual-geforce-rtx-3050-v2-oc-edition-8gb-gddr6,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-kvr32n22d8-16-16gb-ddr4-3200mt-s-non-ecc-memory-ram-dimm,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-kcp432ss8-16-16gb-ddr4-3200mt-s-non-ecc-memory-ram-sodimm,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-kvr52s42bd8-32-32gb-ddr5-5200mt-s-non-ecc-memory-ram-sodimm,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-kvr32n22s6-8-8gb-ddr4-3200mt-s-non-ecc-memory-ram-dimm,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-xs2000-2tb-external-usb-c-3-2-gen-2x2-portable-solid-state-drive,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/xigmatek-aqua-ultra-air-case-bk-eatx-u3x2-u2x2-type-c-mesh,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/xigmatek-endorphin-ultra-arctic-case-white-atx-u3x1-type-c,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/xigmatek-endorphin-ultra-case-black-atx-u3x1-type-cx1-from,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/xigmatek-blade-case,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/seagate-one-touch-portable-external-hhd-drive-2tb,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-16gb-5200mt-s-ddr5-cl36-dimm-fury-beast-rgb-expo,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-16g-5600mt-s-ddr5-cl40-dimm-fury-beast-rgb-xmp,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-16gb-6000mt-s-ddr5-cl36-fury-beast-rgb-expo,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-32gb-6000mt-s-ddr5-cl40-dimm-fury-beast-rgb-xmp,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-16gb-3200mt-s-ddr4-non-ecc-cl22-dimm-1rx8,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-16gb-5200-mt-s-ddr5-non-ecc-cl-42-sodimm-1rx8,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-16gb-5600mt-s-ddr5-non-ecc-cl46-sodimm-1rx8,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-nv2-2tb-m-2-2280-nvme-pcie-4-0-internal-ssd-up-to-3500-mb-s,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-nv2-500gb-m-2-2280-nvme-pcie-4-0-internal-ssd-up-to-3500-mb-s,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/dahua-c800as-ssd-sata-3d-nand-512gb,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/dahua-c800as-ssd-sata-3d-nand-480-gb,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/dahua-c800as-ssd-sata-3d-nand-240gb,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/dahua-e900n-ssd-1tb-m-2-nvme-pcie-gen3,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/dahua-ssd-512gb-m-2-nvme-pcie-gen3,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/dahua-e900n-256gb-m-2-nvme-pcie-gen3,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-nv2-1tb-m-2-2280-nvme-pcie-4-0-internal-ssd-up-to-3500-mb-s,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-ssd-nv2-pcie-4-0-nvme-m-2-250g,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-4gb-3200mhz-ddr4-sodimm-for-notebook,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-fury-beast-16gb-1-x-16gb-5200mhz-ddr5-ram,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-fury-beast-16gb-1-x-16gb-5600mhz-ddr5-ram,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asus-rog-strix-geforce-rtx-3080-ti-oc-edition-12gb-gddr6x,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asus-tuf-gaming-650w-80-bronze-axial-tech-fan-0db-technology,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asus-rog-thor-850w-80-platinum-fully-modular-rgb-w-oled-panel,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/deepcool-pm850d-850w-80-gold-power-supply-black,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/deepcool-pq1000m-1000w-80-gold-full-modular-power-supply-black,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asus-rog-thor-1000p-1000w-80-platinum-ii-fully-modular-w-oled-panel-psu,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/seasonic-prime-tx-1000-1000w-80-titanium-full-modular-fan-control-in-fanless-silent-cooling-mode,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asus-tuf-gt301-honeycomb-panel-aura-rbg-gaming-case,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/deepcool-matrexx-55-v3-tempered-glass-white-edition,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/deepcool-cl500-4f-high-airflow-mesh-tempered-glass-w-4-a-rgb-fans,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/rog-strix-helios-gundam-edition-rgb-mid-tower,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/asus-tuf-gt501-tempered-glass-rgb-pc-gaming-case,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/asus-tuf-gt501-tempered-glass-rgb-pc-gaming-case-white-edition,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/lian-li-o11-dynamic-evo-o11dex-black-aluminum-steel-tempered-glass-black,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/lian-li-o11-dynamic-evo-o11dex-black-aluminum-steel-tempered-glass-white,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/thermaltake-divider-500-w-3x120mm-argb-front-1x-120mm-rear-fans-2-symmetrical-triangular-panels-black,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/thermaltake-divider-500-w-3x120mm-argb-front-1x-120mm-rear-fans-2-symmetrical-triangular-panels-white,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/gigabyte-z590-aorus-ultra-intel-z590-intel-mainboard,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/msi-mpg-z590-gaming-force-lga-1200-intel-z590-motherboard,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
https://compujordan.com/asus-rog-strix-b560-a-wifi-6-intel-b560-gaming-motherboard,"{'Gaming Components', 'Computer Hardware', 'Gaming', 'Components'}"
